codigo,name,numero_ingredientes,allergies_risk,cancer_risk,development_risk,endocryne_risk,env_risk,prohibited_risk,score,Descripcion,presentacion,Rubro,Observaciones,Numero_Ingredientes,Cancer.Risk,Development.Risk,Allergies.Risk,Endocryne.Risk,Prohibited.Risk,Env.Risk,Total.Risk,HPC.score,norm.Cancer.Risk,norm.Development.Risk,norm.Allergies.Risk,norm.Endocryne.Risk,norm.Prohibited.Risk,norm.Env.Risk,norm.Total.Risk,norm.HPC.score,X,diferencia
7791293030807,Sedal Shampoo crema balance,30,17.615385,0.77307695,2.6923077,2.3846154,10.153846,13.153847,1.0,Sedal Shampoo crema balance,,Cuidado Personal;Cuidado del Cabello;Shampoo,,31.0,6.64516129032258,2.41935483870968,16.6129032258065,2.06451612903226,11.9677419354839,9.03225806451613,42.7612903225806,42.7612903225806,3.10199437826261,3.23502304147466,5.21101790192858,3.33870967741936,6.9916808149406,4.70374270125394,6.87423875754593,3.12576124245407,N not found: 0; are (); Not Data: Cancer.Risk:PEG-45M;BENZYL SALICYLATE*|*Development.Risk:PEG-45M;BENZYL SALICYLATE*|*Allergies.Risk:PEG-45M*|*Endocryne.Risk:PEG-45M;BENZYL SALICYLATE*|*Prohibited.Risk:BENZYL SALICYLATE*|*Env.Risk:PEG-45M;BENZYL SALICYLATE,-2.12576124245407
7792640004601,Shampoo Capilatis Con Palo amargo Lí­nea Piojos,13,6.625,0.26250002,0.0,1.5,3.25,2.125,7.351842,Shampoo Capilatis Con Palo amargo Lí­nea Piojos,,Cuidado Personal;Cuidado del Cabello;Shampoo,No irritante. No testeado en animales,13.0,1.84615384615385,0.0,5.38461538461539,0.923076923076923,1.46153846153846,2.07692307692308,10.0307692307692,10.0307692307692,0.861793807851901,0.0,1.68900804289544,1.49278846153846,0.853846153846153,1.08160237388724,1.61253091508656,8.38746908491344,N not found: 3; are (TEA;Lauryl sulfate;Cuassia Amara Wood Extract); Not Data: Cancer.Risk:Propylparaben*|*Development.Risk:Propylparaben*|*Allergies.Risk:Propylparaben*|*Endocryne.Risk:*|*Prohibited.Risk:Propylparaben*|*Env.Risk:Propylparaben,-1.0356270849134388
6,Shampoo Tí­o Nacho Herbolaria Milenaria Fortalecimiento capilar,32,13.596153,0.60769236,0.30769232,2.5384614,1.8076923,9.769231,4.491654,Shampoo Tí­o Nacho Herbolaria Milenaria Fortalecimiento capilar,415 ml,Cuidado Personal;Cuidado del Cabello;Shampoo,Ingredientes naturales,32.0,5.625,0.28125,13.5625,2.34375,9.0,3.375,29.125,29.125,2.62577800829875,0.376071428571429,4.25418900804289,3.790283203125,5.25789473684211,1.75760385756676,4.68208985985161,5.31791014014839,N not found: 3; are (Licania arborea extract;Arctium lappa extract;Agave americana extract); Not Data: Cancer.Risk:capsicum annuum extract;Urtica dioica extract;simmondsia chinensis extract;Propylparaben;Ocimum basilicum extract;PEG-45M;royal jelly extract;chamomilla recutita flower powder*|*Development.Risk:capsicum annuum extract;Urtica dioica extract;simmondsia chinensis extract;Propylparaben;Ocimum basilicum extract;PEG-45M;royal jelly extract;chamomilla recutita flower powder*|*Allergies.Risk:capsicum annuum extract;Urtica dioica extract;simmondsia chinensis extract;Propylparaben;Ocimum basilicum extract;PEG-45M;royal jelly extract;chamomilla recutita flower powder*|*Endocryne.Risk:capsicum annuum extract;Urtica dioica extract;simmondsia chinensis extract;Ocimum basilicum extract;PEG-45M;royal jelly extract;chamomilla recutita flower powder*|*Prohibited.Risk:capsicum annuum extract;Urtica dioica extract;simmondsia chinensis extract;Propylparaben;Ocimum basilicum extract;royal jelly extract*|*Env.Risk:capsicum annuum extract;Urtica dioica extract;simmondsia chinensis extract;Propylparaben;Ocimum basilicum extract;PEG-45M;royal jelly extract;chamomilla recutita flower powder,-0.8262561401483905
7500435116718,ACONDICIONADOR PANTENE 3MIN FUERZA RECONSTRUCCION,18,10.0625,0.18125,0.0,0.0,5.625,6.375,4.438327,ACONDICIONADOR PANTENE 3MIN FUERZA RECONSTRUCCION,170ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,,18.0,1.61111111111111,0.0,8.94444444444444,0.0,5.66666666666667,5.0,19.7722222222222,19.7722222222222,0.75207468879668,0.0,2.80563002680965,0.0,3.31052631578948,2.60385756676558,3.17855179994504,6.821448200054959,N not found: 0; are (); Not Data: Cancer.Risk:DICETYLDIMONIUM CHLORIDE;BENZYL ALCOHOL*|*Development.Risk:DICETYLDIMONIUM CHLORIDE;BENZYL ALCOHOL*|*Allergies.Risk:*|*Endocryne.Risk:DICETYLDIMONIUM CHLORIDE;BENZYL ALCOHOL*|*Prohibited.Risk:DICETYLDIMONIUM CHLORIDE*|*Env.Risk:DICETYLDIMONIUM CHLORIDE;BENZYL ALCOHOL,-2.3831212000549593
7891010244507,Johnsons Baby Shampoo Fuerza Y Vitamina,21,9.657895,0.0,0.0,0.0,2.6842105,9.0,4.1156073,Johnsons Baby Shampoo Fuerza Y Vitamina,400ml,Cuidado del Bebé;Para el Baño,,21.0,0.0,0.0,8.73809523809524,0.0,8.14285714285714,2.42857142857143,19.3095238095238,19.3095238095238,0.0,0.0,2.74090386824971,0.0,4.75714285714286,1.26473081814328,3.10416912024496,6.8958308797550405,N not found: 0; are (); Not Data: ,-2.7802235797550408
7500435012201,PANTENE MAXPROV SHAMPOO CONTROL CAIDA,22,12.149999,0.155,1.8000001,0.95000005,6.9000006,9.25,3.995585,PANTENE MAXPROV SHAMPOO CONTROL CAIDA,400ml x 12lt,Cuidado Personal;Cuidado del Cabello;Shampoo,Contiene microplásticos,22.0,1.40909090909091,1.63636363636364,12.9545454545455,0.863636363636364,8.40909090909091,8.18181818181818,32.1863636363636,32.1863636363636,0.657770652583931,2.18805194805195,4.06349012917379,1.39666193181818,4.91267942583732,4.26085783652549,5.17422993329835,4.82577006670165,N not found: 0; are (); Not Data: ,-0.8301850667016497
7791293033969,Acondicionador Tresemmé Blindaje Platinum,23,16.690477,0.5904762,1.2380953,2.0,9.190476,6.285714,1.0,Acondicionador Tresemmé Blindaje Platinum,400ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,,23.0,5.39130434782609,1.1304347826087,15.2391304347826,1.82608695652174,5.73913043478261,9.34782608695652,33.8217391304348,33.8217391304348,2.51668771423417,1.51155279503106,4.78010257605781,2.953125,3.35286041189932,4.86808153786608,5.43713036309545,4.56286963690455,N not found: 0; are (); Not Data: Cancer.Risk:Stearamidopropyl Dimethylamine;C10-40 Isoalkylamidopropylethyldimonium Ethosulfate;Benzyl Alcohol;Benzyl Salicylate*|*Development.Risk:Stearamidopropyl Dimethylamine;Benzyl Alcohol;Benzyl Salicylate*|*Allergies.Risk:Stearamidopropyl Dimethylamine*|*Endocryne.Risk:Stearamidopropyl Dimethylamine;C10-40 Isoalkylamidopropylethyldimonium Ethosulfate;Benzyl Alcohol;Benzyl Salicylate*|*Prohibited.Risk:Stearamidopropyl Dimethylamine;C10-40 Isoalkylamidopropylethyldimonium Ethosulfate;Benzyl Salicylate*|*Env.Risk:Stearamidopropyl Dimethylamine;C10-40 Isoalkylamidopropylethyldimonium Ethosulfate;Benzyl Alcohol;Benzyl Salicylate,-3.5628696369045496
7500435013796,PANTENE Acondicionador Pro-V Hidratacion Extrema,18,10.0625,0.18125,0.0,0.0,5.5,6.4375,4.453954,PANTENE Acondicionador Pro-V Hidratacion Extrema,400ml,Cuidado Personal;Cuidado del Cabello;Acondicionador,,18.0,1.61111111111111,0.0,8.94444444444444,0.0,5.72222222222222,4.88888888888889,19.7166666666667,19.7166666666667,0.75207468879668,0.0,2.80563002680965,0.0,3.34298245614035,2.5459940652819,3.16962077493817,6.830379225061829,N not found: 0; are (); Not Data: Cancer.Risk:DICETYLDIMONIUM CHLORIDE;BENZYL ALCOHOL*|*Development.Risk:DICETYLDIMONIUM CHLORIDE;BENZYL ALCOHOL*|*Allergies.Risk:*|*Endocryne.Risk:DICETYLDIMONIUM CHLORIDE;BENZYL ALCOHOL*|*Prohibited.Risk:DICETYLDIMONIUM CHLORIDE*|*Env.Risk:DICETYLDIMONIUM CHLORIDE;BENZYL ALCOHOL,-2.376425225061829
7790010602013,Johnson's Baby Acondicionador Gotas de Brillo,15,7.9615383,0.0,0.0,0.0,6.4615383,2.0,5.4718695,Johnson's Baby Acondicionador Gotas de Brillo,,Cuidado del Bebé;Para el Baño,Hypoallergenic No addition of phthalates and formaldehyde donor preservatives,15.0,0.0,0.0,7.83333333333333,0.0,2.66666666666667,5.6,16.1,16.1,0.0,0.0,2.45710455764075,0.0,1.55789473684211,2.91632047477745,2.58821104699093,7.41178895300907,N not found: 0; are (); Not Data: ,-1.93991945300907
75027513,Desodorante para Mujer Dove,24,13.190476,0.27142859,0.71428573,0.47619048,12.428572,6.3333335,1.0,Desodorante para Mujer Dove,50 gr,Cuidado Personal;Cuidado Corporal;Desodorante de Mujer,Contiene microplásticos,24.0,2.375,1.625,16.2916666666667,0.416666666666667,5.54166666666667,13.875,37.9875,37.9875,1.10866182572614,2.17285714285714,5.11025469168902,0.673828125,3.2375,7.22570474777447,6.10681162407255,3.8931883759274504,N not found: 0; are (); Not Data: Cancer.Risk:ALUMINUM ZIRCONIUM;TETRACHLOROHYDREX GLY;HYDROGENATED CASTOR OIL;STEARETH-100;BENZYL SALICYLATE*|*Development.Risk:ALUMINUM ZIRCONIUM;TETRACHLOROHYDREX GLY;HYDROGENATED CASTOR OIL;STEARETH-100;BENZYL SALICYLATE*|*Allergies.Risk:HYDROGENATED CASTOR OIL;STEARETH-100*|*Endocryne.Risk:ALUMINUM ZIRCONIUM;TETRACHLOROHYDREX GLY;HYDROGENATED CASTOR OIL;STEARETH-100;BENZYL SALICYLATE*|*Prohibited.Risk:ALUMINUM ZIRCONIUM;TETRACHLOROHYDREX GLY;HYDROGENATED CASTOR OIL;STEARETH-100;BENZYL SALICYLATE*|*Env.Risk:ALUMINUM ZIRCONIUM;TETRACHLOROHYDREX GLY;HYDROGENATED CASTOR OIL;STEARETH-100;BENZYL SALICYLATE,-2.8931883759274504
